Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+306A,100241706_00024_2,1897,1383,B0001,C0004,88,107
U+304F,100241706_00024_2,1908,1460,B0001,C0005,79,144
U+4E00,100241706_00024_2,1879,1658,B0001,C0006,109,24
U+3064,100241706_00024_2,1929,1699,B0001,C0007,51,47
U+7D19,100241706_00024_2,1901,1770,B0001,C0008,91,183
U+306E,100241706_00024_2,1895,1970,B0001,C0009,77,84
U+7B26,100241706_00024_2,1893,2078,B0001,C0010,87,173
U+3042,100241706_00024_2,1899,2255,B0001,C0011,83,108
U+308A,100241706_00024_2,1900,2366,B0001,C0012,65,123
U+53D6,100241706_00024_2,1883,2502,B0001,C0013,124,119
U+3082,100241706_00024_2,1920,2638,B0001,C0014,51,137
U+3069,100241706_00024_2,1901,2776,B0001,C0015,89,92
U+308A,100241706_00024_2,1917,2871,B0001,C0016,52,113
U+958B,100241706_00024_2,1895,2989,B0001,C0017,95,127
U+304D,100241706_00024_2,1891,3115,B0001,C0018,111,108
U+898B,100241706_00024_2,1905,3253,B0001,C0019,92,116
U+308C,100241706_00024_2,1909,3370,B0001,C0020,81,128
U+3070,100241706_00024_2,1909,3525,B0001,C0021,88,87
U+4E0A,100241706_00024_2,1652,1006,B0001,C0022,97,151
U+3005,100241706_00024_2,1687,1160,B0001,C0023,25,93
U+306E,100241706_00024_2,1656,1279,B0001,C0024,91,87
U+571F,100241706_00024_2,1665,1414,B0001,C0025,84,108
U+4F50,100241706_00024_2,1651,1544,B0001,C0026,113,135
U+9C39,100241706_00024_2,1641,1716,B0001,C0027,141,153
U+7BC0,100241706_00024_2,1656,1878,B0001,C0028,108,185
U+3092,100241706_00024_2,1663,2052,B0001,C0029,105,144
U+3053,100241706_00024_2,1673,2211,B0001,C0030,83,117
U+307E,100241706_00024_2,1673,2330,B0001,C0031,95,136
U+304B,100241706_00024_2,1701,2486,B0001,C0032,43,81
U+306B,100241706_00024_2,1657,2571,B0001,C0033,104,95
U+3057,100241706_00024_2,1700,2695,B0001,C0034,28,159
U+3066,100241706_00024_2,1668,2855,B0001,C0035,80,121
U+4E0A,100241706_00024_2,1681,2991,B0001,C0036,81,103
U+9152,100241706_00024_2,1659,3101,B0001,C0037,108,127
U+3057,100241706_00024_2,1672,3226,B0001,C0038,88,97
U+3083,100241706_00024_2,1667,3326,B0001,C0039,96,77
U+3046,100241706_00024_2,1671,3405,B0001,C0040,65,105
U+6CB9,100241706_00024_2,1668,3513,B0001,C0041,111,101
U+306B,100241706_00024_2,1404,1007,B0001,C0042,105,139
U+3066,100241706_00024_2,1407,1127,B0001,C0043,88,93
U+3088,100241706_00024_2,1427,1242,B0001,C0044,67,95
U+304F,100241706_00024_2,1435,1323,B0001,C0045,47,103
U+3031,100241706_00024_2,1429,1391,B0001,C0046,80,223
U+88FD,100241706_00024_2,1396,1616,B0001,C0047,111,185
U+3057,100241706_00024_2,1447,1818,B0001,C0048,24,196
U+98DF,100241706_00024_2,1409,2024,B0001,C0049,120,177
U+3092,100241706_00024_2,1415,2200,B0001,C0050,100,124
U+3059,100241706_00024_2,1421,2352,B0001,C0051,97,141
U+309D,100241706_00024_2,1461,2494,B0001,C0052,27,41
U+3081,100241706_00024_2,1427,2560,B0001,C0053,87,101
U+3088,100241706_00024_2,1444,2662,B0001,C0054,52,81
U+3068,100241706_00024_2,1448,2744,B0001,C0055,49,124
U+3042,100241706_00024_2,1429,2891,B0001,C0056,88,120
U+308B,100241706_00024_2,1452,3015,B0001,C0057,35,88
U+306B,100241706_00024_2,1428,3107,B0001,C0058,97,109
U+65E9,100241706_00024_2,1417,3235,B0001,C0059,101,139
U+305D,100241706_00024_2,1444,3402,B0001,C0060,69,97
U+304F,100241706_00024_2,1448,3498,B0001,C0061,59,121
U+53F3,100241706_00024_2,1163,999,B0001,C0062,127,133
U+306E,100241706_00024_2,1181,1134,B0001,C0063,84,108
U+3054,100241706_00024_2,1187,1262,B0001,C0064,99,127
U+3068,100241706_00024_2,1193,1390,B0001,C0065,59,103
U+304F,100241706_00024_2,1195,1494,B0001,C0066,56,133
U+4ED5,100241706_00024_2,1171,1652,B0001,C0067,111,129
U+7ACB,100241706_00024_2,1180,1788,B0001,C0068,99,136
U+3059,100241706_00024_2,1192,1958,B0001,C0069,73,139
U+309D,100241706_00024_2,1224,2118,B0001,C0070,27,45
U+3081,100241706_00024_2,1185,2171,B0001,C0071,87,99
U+3051,100241706_00024_2,1187,2300,B0001,C0072,96,107
U+308C,100241706_00024_2,1192,2408,B0001,C0073,72,141
U+306F,100241706_00024_2,1185,2579,B0001,C0074,81,67
U+65E5,100241706_00024_2,1203,2666,B0001,C0075,63,97
U+3092,100241706_00024_2,1183,2764,B0001,C0076,105,129
U+3078,100241706_00024_2,1183,2915,B0001,C0077,97,140
U+305A,100241706_00024_2,1180,3059,B0001,C0078,111,155
U+3057,100241706_00024_2,1219,3213,B0001,C0079,28,129
U+3066,100241706_00024_2,1195,3343,B0001,C0080,79,115
U+5FEB,100241706_00024_2,1185,3498,B0001,C0081,133,115
U+6C17,100241706_00024_2,953,1007,B0001,C0082,104,148
U+306A,100241706_00024_2,949,1176,B0001,C0083,75,121
U+3057,100241706_00024_2,975,1299,B0001,C0084,32,165
U+3051,100241706_00024_2,945,1467,B0001,C0085,85,151
U+308A,100241706_00024_2,953,1615,B0001,C0086,71,117
U+305D,100241706_00024_2,951,1766,B0001,C0087,81,103
U+308C,100241706_00024_2,951,1870,B0001,C0088,95,133
U+3088,100241706_00024_2,971,2030,B0001,C0089,45,107
U+308A,100241706_00024_2,963,2138,B0001,C0090,59,123
U+6B64,100241706_00024_2,933,2296,B0001,C0091,117,115
U+54C1,100241706_00024_2,937,2412,B0001,C0092,115,136
U+3092,100241706_00024_2,935,2558,B0001,C0093,107,125
U+305B,100241706_00024_2,944,2698,B0001,C0094,99,101
U+3044,100241706_00024_2,940,2800,B0001,C0095,104,73
U+3057,100241706_00024_2,987,2880,B0001,C0096,27,135
U+304A,100241706_00024_2,961,3039,B0001,C0097,88,67
U+306E,100241706_00024_2,957,3113,B0001,C0098,84,84
U+308C,100241706_00024_2,937,3209,B0001,C0099,125,123
U+3082,100241706_00024_2,967,3341,B0001,C0100,67,101
U+98DF,100241706_00024_2,952,3482,B0001,C0101,116,139
U+3072,100241706_00024_2,691,1003,B0001,C0102,117,101
U+4EBA,100241706_00024_2,687,1124,B0001,C0103,133,121
U+3005,100241706_00024_2,733,1274,B0001,C0104,23,59
U+306B,100241706_00024_2,701,1368,B0001,C0105,95,97
U+3082,100241706_00024_2,724,1466,B0001,C0106,69,133
U+3064,100241706_00024_2,705,1634,B0001,C0107,100,128
U+304B,100241706_00024_2,739,1764,B0001,C0108,37,83
U+306F,100241706_00024_2,704,1863,B0001,C0109,92,64
U+305B,100241706_00024_2,703,1942,B0001,C0110,95,101
U+3057,100241706_00024_2,745,2068,B0001,C0111,28,168
U+4E16,100241706_00024_2,695,2267,B0001,C0112,123,96
U+306E,100241706_00024_2,724,2394,B0001,C0113,77,79
U+4EBA,100241706_00024_2,693,2503,B0001,C0114,133,107
U+307F,100241706_00024_2,739,2624,B0001,C0115,44,109
U+306A,100241706_00024_2,719,2740,B0001,C0116,89,105
U+9AD8,100241706_00024_2,716,2879,B0001,C0117,93,152
U+5473,100241706_00024_2,697,3030,B0001,C0118,116,132
U+306A,100241706_00024_2,723,3191,B0001,C0119,75,95
U+308A,100241706_00024_2,719,3283,B0001,C0120,73,115
U+3068,100241706_00024_2,737,3395,B0001,C0121,53,100
U+3066,100241706_00024_2,720,3515,B0001,C0122,84,104
U+4E16,100241706_00024_2,433,999,B0001,C0123,124,108
U+9593,100241706_00024_2,452,1135,B0001,C0124,104,137
U+306B,100241706_00024_2,449,1283,B0001,C0125,109,97
U+3082,100241706_00024_2,485,1407,B0001,C0126,53,125
U+3066,100241706_00024_2,459,1534,B0001,C0127,92,116
U+5F18,100241706_00024_2,449,1679,B0001,C0128,128,123
U+307E,100241706_00024_2,495,1798,B0001,C0129,52,121
U+308A,100241706_00024_2,483,1920,B0001,C0130,69,116
U+3057,100241706_00024_2,499,2047,B0001,C0131,29,168
U+7269,100241706_00024_2,469,2235,B0001,C0132,107,108
U+3068,100241706_00024_2,497,2343,B0001,C0133,45,101
U+306F,100241706_00024_2,472,2452,B0001,C0134,91,83
U+306A,100241706_00024_2,488,2556,B0001,C0135,76,124
U+3093,100241706_00024_2,475,2679,B0001,C0136,143,113
U+306C,100241706_00024_2,468,2802,B0001,C0137,103,104
U+540D,100241706_00024_2,468,2916,B0001,C0138,105,115
U+3082,100241706_00024_2,489,3035,B0001,C0139,71,95
U+5176,100241706_00024_2,495,3151,B0001,C0140,60,131
U+307E,100241706_00024_2,491,3283,B0001,C0141,61,117
U+309D,100241706_00024_2,513,3410,B0001,C0142,27,41
U+6885,100241706_00024_2,191,1002,B0001,C0143,127,152
U+304C,100241706_00024_2,231,1166,B0001,C0144,72,79
U+679D,100241706_00024_2,197,1255,B0001,C0145,135,144
U+4F1D,100241706_00024_2,200,1406,B0001,C0146,119,141
U+592B,100241706_00024_2,200,1548,B0001,C0147,128,143
U+306A,100241706_00024_2,221,1711,B0001,C0148,80,139
U+308B,100241706_00024_2,244,1855,B0001,C0149,41,116
U+3079,100241706_00024_2,200,1972,B0001,C0150,127,71
U+3057,100241706_00024_2,245,2062,B0001,C0151,32,373
U+6885,100241706_00025_1,2011,973,B0001,C0001,152,141
U+306E,100241706_00025_1,2032,1127,B0001,C0002,91,84
U+3091,100241706_00025_1,2027,1231,B0001,C0003,97,135
U+3060,100241706_00025_1,2033,1367,B0001,C0004,95,96
U+306B,100241706_00025_1,2005,1491,B0001,C0005,115,96
U+5A66,100241706_00025_1,1992,1620,B0001,C0006,137,172
U+4EBA,100241706_00025_1,1999,1795,B0001,C0007,136,120
U+3078,100241706_00025_1,2025,1948,B0001,C0008,105,36
U+3064,100241706_00025_1,2029,2007,B0001,C0009,93,131
U+305F,100241706_00025_1,2035,2139,B0001,C0010,65,96
U+3078,100241706_00025_1,2011,2236,B0001,C0011,125,65
U+8B02,100241706_00025_1,2007,2316,B0001,C0012,119,155
U+306A,100241706_00025_1,2035,2464,B0001,C0013,75,141
U+308B,100241706_00025_1,2009,2620,B0001,C0014,111,151
U+304B,100241706_00025_1,2043,2779,B0001,C0015,49,67
U+25B2,100241706_00025_1,1776,923,B0001,C0016,103,51
U+3057,100241706_00025_1,1773,1008,B0001,C0017,104,137
U+3065,100241706_00025_1,1756,1147,B0001,C0018,152,147
U+307D,100241706_00025_1,1772,1327,B0001,C0019,137,121
U+304F,100241706_00025_1,1779,1450,B0001,C0020,89,124
U+5468,100241706_00025_1,1532,978,B0001,C0021,112,136
U+306E,100241706_00025_1,1537,1123,B0001,C0022,95,89
U+5FA1,100241706_00025_1,1492,1232,B0001,C0023,176,120
U+4EE3,100241706_00025_1,1516,1374,B0001,C0024,148,137
U+306B,100241706_00025_1,1551,1528,B0001,C0025,68,100
U+9B3C,100241706_00025_1,1528,1655,B0001,C0026,117,148
U+795E,100241706_00025_1,1525,1836,B0001,C0027,124,163
U+3092,100241706_00025_1,1540,2007,B0001,C0028,112,121
U+796D,100241706_00025_1,1539,2131,B0001,C0029,123,159
U+308B,100241706_00025_1,1567,2291,B0001,C0030,40,87
U+306B,100241706_00025_1,1541,2379,B0001,C0031,103,125
U+305D,100241706_00025_1,1559,2526,B0001,C0032,71,113
U+306E,100241706_00025_1,1551,2640,B0001,C0033,81,96
U+5668,100241706_00025_1,1525,2759,B0001,C0034,127,128
U+304B,100241706_00025_1,1531,2915,B0001,C0035,127,91
U+306A,100241706_00025_1,1549,3011,B0001,C0036,83,92
U+3089,100241706_00025_1,1567,3107,B0001,C0037,41,107
U+305A,100241706_00025_1,1552,3221,B0001,C0038,92,107
U+4E03,100241706_00025_1,1521,3375,B0001,C0039,125,57
U+5B9D,100241706_00025_1,1545,3466,B0001,C0040,104,160
U+306E,100241706_00025_1,1297,987,B0001,C0041,89,96
U+5177,100241706_00025_1,1283,1095,B0001,C0042,107,184
U+3092,100241706_00025_1,1297,1280,B0001,C0043,99,136
U+3082,100241706_00025_1,1320,1440,B0001,C0044,49,113
U+3063,100241706_00025_1,1287,1558,B0001,C0045,99,113
U+3066,100241706_00025_1,1295,1683,B0001,C0046,101,123
U+3059,100241706_00025_1,1295,1823,B0001,C0047,105,152
U+3068,100241706_00025_1,1316,1972,B0001,C0048,60,108
U+5C24,100241706_00025_1,1308,2108,B0001,C0049,99,127
U+795E,100241706_00025_1,1285,2272,B0001,C0050,123,171
U+306B,100241706_00025_1,1289,2462,B0001,C0051,104,89
U+4F9B,100241706_00025_1,1285,2578,B0001,C0052,124,133
U+3059,100241706_00025_1,1303,2727,B0001,C0053,93,140
U+308B,100241706_00025_1,1323,2867,B0001,C0054,37,81
U+3082,100241706_00025_1,1311,2970,B0001,C0055,61,124
U+306E,100241706_00025_1,1303,3095,B0001,C0056,84,83
U+3053,100241706_00025_1,1307,3187,B0001,C0057,85,111
U+3068,100241706_00025_1,1319,3303,B0001,C0058,59,75
U+3032,100241706_00025_1,1316,3333,B0001,C0059,100,204
U+304F,100241706_00025_1,1324,3541,B0001,C0060,36,80
U+6CB9,100241706_00025_1,1039,990,B0001,C0061,117,135
U+3092,100241706_00025_1,1055,1126,B0001,C0062,113,129
U+3082,100241706_00025_1,1076,1271,B0001,C0063,51,144
U+3063,100241706_00025_1,1047,1419,B0001,C0064,101,100
U+3066,100241706_00025_1,1061,1520,B0001,C0065,56,153
U+63DA,100241706_00025_1,1033,1683,B0001,C0066,127,163
U+305D,100241706_00025_1,1064,1874,B0001,C0067,71,112
U+306E,100241706_00025_1,1059,1988,B0001,C0068,84,108
U+5916,100241706_00025_1,1028,2118,B0001,C0069,127,143
U+9752,100241706_00025_1,1041,2276,B0001,C0070,108,169
U+7269,100241706_00025_1,1040,2454,B0001,C0071,113,137
U+8089,100241706_00025_1,1055,2599,B0001,C0072,92,137
U+7A2E,100241706_00025_1,1039,2755,B0001,C0073,119,169
U+3005,100241706_00025_1,1087,2929,B0001,C0074,28,84
U+54C1,100241706_00025_1,1049,3045,B0001,C0075,107,123
U+3042,100241706_00025_1,1061,3167,B0001,C0076,88,109
U+308A,100241706_00025_1,1061,3278,B0001,C0077,72,109
U+3053,100241706_00025_1,1065,3419,B0001,C0078,89,109
U+306E,100241706_00025_1,1067,3530,B0001,C0079,80,87
U+796D,100241706_00025_1,803,986,B0001,C0080,137,157
U+7940,100241706_00025_1,793,1163,B0001,C0081,147,141
U+3059,100241706_00025_1,815,1323,B0001,C0082,97,157
U+307F,100241706_00025_1,839,1480,B0001,C0083,44,109
U+3066,100241706_00025_1,813,1591,B0001,C0084,96,104
U+3088,100241706_00025_1,836,1712,B0001,C0085,56,95
U+308A,100241706_00025_1,824,1808,B0001,C0086,67,119
U+53F3,100241706_00025_1,796,1955,B0001,C0087,117,127
U+306E,100241706_00025_1,815,2087,B0001,C0088,80,99
U+4F9B,100241706_00025_1,796,2214,B0001,C0089,128,124
U+7269,100241706_00025_1,799,2339,B0001,C0090,115,139
U+3092,100241706_00025_1,820,2502,B0001,C0091,99,111
U+3055,100241706_00025_1,824,2632,B0001,C0092,71,116
U+3052,100241706_00025_1,816,2750,B0001,C0093,104,161
U+7686,100241706_00025_1,821,2907,B0001,C0094,95,128
U+3044,100241706_00025_1,817,3063,B0001,C0095,89,71
U+3061,100241706_00025_1,833,3142,B0001,C0096,79,116
U+3069,100241706_00025_1,837,3285,B0001,C0097,77,100
U+3046,100241706_00025_1,848,3386,B0001,C0098,48,108
U+306B,100241706_00025_1,812,3529,B0001,C0099,103,88
U+934B,100241706_00025_1,557,991,B0001,C0100,125,148
U+306B,100241706_00025_1,587,1140,B0001,C0101,60,120
U+5165,100241706_00025_1,533,1268,B0001,C0102,159,100
U+306E,100241706_00025_1,572,1382,B0001,C0103,89,97
U+3053,100241706_00025_1,575,1480,B0001,C0104,84,95
U+3089,100241706_00025_1,603,1576,B0001,C0105,29,115
U+305A,100241706_00025_1,560,1720,B0001,C0106,113,123
U+711A,100241706_00025_1,559,1872,B0001,C0107,119,195
U+3066,100241706_00025_1,573,2074,B0001,C0108,75,111
U+304F,100241706_00025_1,556,2203,B0001,C0109,112,100
U+3089,100241706_00025_1,589,2304,B0001,C0110,61,137
U+3075,100241706_00025_1,543,2440,B0001,C0111,111,93
U+3068,100241706_00025_1,577,2540,B0001,C0112,76,105
U+7533,100241706_00025_1,588,2670,B0001,C0113,52,132
U+4E8B,100241706_00025_1,579,2802,B0001,C0114,68,139
U+4E5F,100241706_00025_1,548,2934,B0001,C0115,136,115
U+5176,100241706_00025_1,580,3067,B0001,C0116,53,139
U+3086,100241706_00025_1,557,3207,B0001,C0117,101,112
U+3091,100241706_00025_1,564,3321,B0001,C0118,93,133
U+306B,100241706_00025_1,576,3463,B0001,C0119,45,149
U+4E03,100241706_00025_1,307,998,B0001,C0120,123,83
U+5B9D,100241706_00025_1,329,1114,B0001,C0121,99,141
U+306E,100241706_00025_1,327,1260,B0001,C0122,80,105
U+3046,100241706_00025_1,341,1370,B0001,C0123,55,112
U+3064,100241706_00025_1,313,1483,B0001,C0124,104,108
U+306F,100241706_00025_1,321,1592,B0001,C0125,85,68
U+306B,100241706_00025_1,307,1682,B0001,C0126,112,95
U+3066,100241706_00025_1,317,1778,B0001,C0127,85,116
U+4F9B,100241706_00025_1,309,1934,B0001,C0128,121,129
U+305A,100241706_00025_1,325,2068,B0001,C0129,111,145
U+308B,100241706_00025_1,347,2211,B0001,C0130,44,92
U+3086,100241706_00025_1,323,2318,B0001,C0131,96,113
U+3078,100241706_00025_1,300,2435,B0001,C0132,148,63
U+3057,100241706_00025_2,1875,1003,B0001,C0001,104,153
U+3064,100241706_00025_2,1873,1161,B0001,C0002,111,101
U+307D,100241706_00025_2,1886,1288,B0001,C0003,119,144
U+304F,100241706_00025_2,1878,1445,B0001,C0004,103,111
U+3046,100241706_00025_2,1893,1560,B0001,C0005,61,157
U+306A,100241706_00025_2,1886,1733,B0001,C0006,92,115
U+308B,100241706_00025_2,1909,1849,B0001,C0007,39,83
U+3079,100241706_00025_2,1859,1933,B0001,C0008,131,77
U+3057,100241706_00025_2,1909,2010,B0001,C0009,33,336
U+6211,100241706_00025_2,1642,988,B0001,C0010,115,169
U+65E5,100241706_00025_2,1666,1176,B0001,C0011,57,105
U+306E,100241706_00025_2,1654,1303,B0001,C0012,85,112
U+672C,100241706_00025_2,1654,1416,B0001,C0013,84,143
U+306B,100241706_00025_2,1643,1592,B0001,C0014,107,115
U+3066,100241706_00025_2,1643,1709,B0001,C0015,85,121
U+3082,100241706_00025_2,1652,1833,B0001,C0016,69,108
U+3042,100241706_00025_2,1646,1964,B0001,C0017,96,123
U+3076,100241706_00025_2,1636,2080,B0001,C0018,107,119
U+3089,100241706_00025_2,1651,2200,B0001,C0019,64,113
U+3042,100241706_00025_2,1655,2324,B0001,C0020,87,101
U+3052,100241706_00025_2,1652,2426,B0001,C0021,100,131
U+307E,100241706_00025_2,1666,2576,B0001,C0022,55,139
U+305F,100241706_00025_2,1654,2716,B0001,C0023,72,81
U+306F,100241706_00025_2,1639,2798,B0001,C0024,93,83
U+4E00,100241706_00025_2,1635,2932,B0001,C0025,107,21
U+540C,100241706_00025_2,1644,2994,B0001,C0026,91,112
U+306B,100241706_00025_2,1627,3108,B0001,C0027,107,111
U+3044,100241706_00025_2,1632,3246,B0001,C0028,96,79
U+308C,100241706_00025_2,1638,3326,B0001,C0029,73,135
U+3066,100241706_00025_2,1628,3462,B0001,C0030,95,111
U+711A,100241706_00025_2,1396,987,B0001,C0031,120,183
U+3066,100241706_00025_2,1407,1173,B0001,C0032,84,120
U+304F,100241706_00025_2,1399,1301,B0001,C0033,104,101
U+3089,100241706_00025_2,1431,1404,B0001,C0034,61,120
U+3075,100241706_00025_2,1391,1525,B0001,C0035,99,93
U+7269,100241706_00025_2,1406,1627,B0001,C0036,100,124
U+306B,100241706_00025_2,1414,1753,B0001,C0037,65,119
U+6B64,100241706_00025_2,1388,1901,B0001,C0038,132,97
U+540D,100241706_00025_2,1396,2000,B0001,C0039,105,129
U+306E,100241706_00025_2,1414,2157,B0001,C0040,75,93
U+3053,100241706_00025_2,1411,2257,B0001,C0041,83,116
U+308A,100241706_00025_2,1408,2377,B0001,C0042,72,147
U+3051,100241706_00025_2,1411,2533,B0001,C0043,96,132
U+308B,100241706_00025_2,1399,2668,B0001,C0044,103,119
U+25B2,100241706_00025_2,1166,933,B0001,C0045,104,56
U+6D17,100241706_00025_2,1155,1027,B0001,C0046,148,136
U+99AC,100241706_00025_2,1144,1189,B0001,C0047,140,145
U+716E,100241706_00025_2,1151,1355,B0001,C0048,135,188
U+6728,100241706_00025_2,890,960,B0001,C0049,160,129
U+66FD,100241706_00025_2,936,1115,B0001,C0050,87,159
U+304B,100241706_00025_2,916,1297,B0001,C0051,111,101
U+3044,100241706_00025_2,920,1399,B0001,C0052,103,76
U+9053,100241706_00025_2,906,1495,B0001,C0053,144,143
U+306B,100241706_00025_2,918,1636,B0001,C0054,100,125
U+6D17,100241706_00025_2,916,1797,B0001,C0055,121,135
U+99AC,100241706_00025_2,907,1946,B0001,C0056,120,123
U+5BBF,100241706_00025_2,902,2093,B0001,C0057,117,140
U+3068,100241706_00025_2,940,2242,B0001,C0058,71,100
U+3044,100241706_00025_2,936,2372,B0001,C0059,79,63
U+3075,100241706_00025_2,918,2442,B0001,C0060,105,97
U+6240,100241706_00025_2,916,2561,B0001,C0061,123,119
U+3042,100241706_00025_2,934,2706,B0001,C0062,81,93
U+308A,100241706_00025_2,936,2805,B0001,C0063,65,115
U+5C24,100241706_00025_2,923,2941,B0001,C0064,108,116
U+5C71,100241706_00025_2,926,3089,B0001,C0065,103,131
U+4E2D,100241706_00025_2,920,3206,B0001,C0066,85,140
U+306E,100241706_00025_2,924,3358,B0001,C0067,84,104
U+4E8B,100241706_00025_2,928,3464,B0001,C0068,69,136
U+306A,100241706_00025_2,703,968,B0001,C0069,89,123
U+308C,100241706_00025_2,698,1092,B0001,C0070,71,136
U+3070,100241706_00025_2,690,1231,B0001,C0071,109,91
U+6D77,100241706_00025_2,684,1359,B0001,C0072,119,133
U+3078,100241706_00025_2,682,1521,B0001,C0073,121,44
U+9060,100241706_00025_2,683,1581,B0001,C0074,127,147
U+304F,100241706_00025_2,711,1760,B0001,C0075,43,152
U+751F,100241706_00025_2,690,1952,B0001,C0076,112,103
U+9B5A,100241706_00025_2,686,2082,B0001,C0077,103,172
U+307E,100241706_00025_2,719,2272,B0001,C0078,59,132
U+308C,100241706_00025_2,678,2418,B0001,C0079,112,113
U+3031,100241706_00025_2,714,2478,B0001,C0080,92,231
U+306A,100241706_00025_2,718,2721,B0001,C0081,87,135
U+308A,100241706_00025_2,716,2857,B0001,C0082,51,135
U+5176,100241706_00025_2,683,3010,B0001,C0083,107,137
U+6545,100241706_00025_2,682,3149,B0001,C0084,121,143
U+306B,100241706_00025_2,680,3316,B0001,C0085,105,96
U+5869,100241706_00025_2,668,3464,B0001,C0086,144,113
U+9B5A,100241706_00025_2,436,968,B0001,C0087,121,152
U+304B,100241706_00025_2,440,1152,B0001,C0088,111,108
U+3064,100241706_00025_2,435,1261,B0001,C0089,108,136
U+307B,100241706_00025_2,452,1412,B0001,C0090,108,121
U+9BAD,100241706_00025_2,427,1569,B0001,C0091,135,143
U+306E,100241706_00025_2,461,1727,B0001,C0092,85,92
U+308B,100241706_00025_2,477,1856,B0001,C0093,45,97
U+3044,100241706_00025_2,441,1956,B0001,C0094,123,92
U+4F55,100241706_00025_2,443,2089,B0001,C0095,105,125
U+306B,100241706_00025_2,451,2217,B0001,C0096,96,109
U+3088,100241706_00025_2,480,2345,B0001,C0097,52,101
U+3089,100241706_00025_2,484,2454,B0001,C0098,32,109
U+305A,100241706_00025_2,452,2554,B0001,C0099,112,105
U+5869,100241706_00025_2,444,2692,B0001,C0100,131,112
U+9B5A,100241706_00025_2,457,2825,B0001,C0101,89,184
U+3092,100241706_00025_2,451,2997,B0001,C0102,103,133
U+3088,100241706_00025_2,469,3130,B0001,C0103,57,83
U+304F,100241706_00025_2,471,3201,B0001,C0104,51,96
U+3031,100241706_00025_2,465,3264,B0001,C0105,81,196
U+6E6F,100241706_00025_2,451,3468,B0001,C0106,123,125
U+306B,100241706_00025_2,196,976,B0001,C0107,103,107
U+3066,100241706_00025_2,197,1084,B0001,C0108,88,111
U+3086,100241706_00025_2,204,1233,B0001,C0109,91,117
U+3067,100241706_00025_2,201,1352,B0001,C0110,97,125
U+3053,100241706_00025_2,207,1505,B0001,C0111,89,113
U+307C,100241706_00025_2,203,1620,B0001,C0112,109,131
U+3057,100241706_00025_2,231,1779,B0001,C0113,32,167
U+5869,100241706_00025_2,187,1984,B0001,C0114,133,121
U+6C17,100241706_00025_2,216,2128,B0001,C0115,101,175
U+3092,100241706_00025_2,199,2304,B0001,C0116,111,111
U+3055,100241706_00025_2,219,2424,B0001,C0117,65,101
U+308A,100241706_00025_2,224,2526,B0001,C0118,55,131
U+3066,100241706_00025_2,209,2642,B0001,C0119,79,91
U+305D,100241706_00025_2,217,2749,B0001,C0120,76,103
U+308C,100241706_00025_2,192,2853,B0001,C0121,132,123
U+3088,100241706_00025_2,232,2982,B0001,C0122,48,96
U+308A,100241706_00025_2,208,3080,B0001,C0123,68,144
U+677E,100241706_00025_2,187,3229,B0001,C0124,124,100
U+9B5A,100241706_00025_2,200,3318,B0001,C0125,92,135
U+7BC0,100241706_00025_2,196,3441,B0001,C0126,92,161
U+306E,100241706_00026_1,2045,983,B0001,C0001,87,91
U+51FA,100241706_00026_1,2037,1106,B0001,C0002,121,95
U+3057,100241706_00026_1,2079,1211,B0001,C0003,25,140
U+3092,100241706_00026_1,2038,1364,B0001,C0004,111,131
U+304F,100241706_00026_1,2030,1499,B0001,C0005,115,104
U+308F,100241706_00026_1,2049,1604,B0001,C0006,56,135
U+3078,100241706_00026_1,2026,1742,B0001,C0007,117,76
U+716E,100241706_00026_1,2025,1831,B0001,C0008,117,192
U+3042,100241706_00026_1,2043,2024,B0001,C0009,80,141
U+3052,100241706_00026_1,2047,2167,B0001,C0010,93,141
U+9152,100241706_00026_1,2034,2339,B0001,C0011,99,137
U+98DF,100241706_00026_1,2029,2475,B0001,C0012,121,153
U+306B,100241706_00026_1,2059,2635,B0001,C0013,61,117
U+306A,100241706_00026_1,2041,2774,B0001,C0014,92,119
U+3059,100241706_00026_1,2031,2894,B0001,C0015,100,132
U+4FD7,100241706_00026_1,2022,3062,B0001,C0016,144,133
U+306B,100241706_00026_1,2063,3197,B0001,C0017,60,108
U+4E91,100241706_00026_1,2057,3329,B0001,C0018,71,83
U+3046,100241706_00026_1,2071,3443,B0001,C0019,44,103
U+3057,100241706_00026_1,2055,3495,B0001,C0020,73,123
U+307B,100241706_00026_1,1794,987,B0001,C0021,113,111
U+716E,100241706_00026_1,1780,1132,B0001,C0022,113,184
U+306E,100241706_00026_1,1797,1330,B0001,C0023,87,89
U+3054,100241706_00026_1,1805,1440,B0001,C0024,93,80
U+3068,100241706_00026_1,1805,1522,B0001,C0025,81,100
U+3057,100241706_00026_1,1822,1642,B0001,C0026,33,241
U+305B,100241706_00026_1,1776,1891,B0001,C0027,108,125
U+3070,100241706_00026_1,1794,2019,B0001,C0028,84,111
U+5BBF,100241706_00026_1,1775,2152,B0001,C0029,112,136
U+306B,100241706_00026_1,1813,2291,B0001,C0030,52,107
U+3066,100241706_00026_1,1794,2399,B0001,C0031,81,100
U+88FD,100241706_00026_1,1780,2511,B0001,C0032,108,177
U+3059,100241706_00026_1,1806,2690,B0001,C0033,68,145
