Unicode,Image,X,Y,Block ID,Char ID,Width,Height
U+305F,100249371_00018_1,1215,2317,B0001,C0031,33,66
U+308B,100249371_00018_1,1203,2383,B0001,C0032,40,69
U+3068,100249371_00018_1,1205,2477,B0001,C0033,30,81
U+304D,100249371_00018_1,1187,2558,B0001,C0034,80,78
U+5176,100249371_00018_1,1206,2638,B0001,C0035,40,100
U+307E,100249371_00018_1,1030,463,B0001,C0036,39,91
U+309D,100249371_00018_1,1043,554,B0001,C0037,18,63
U+8C46,100249371_00018_1,1020,650,B0001,C0038,61,116
U+306E,100249371_00018_1,1023,778,B0001,C0039,52,65
U+7C89,100249371_00018_1,1006,843,B0001,C0040,99,118
U+3092,100249371_00018_1,1011,983,B0001,C0041,72,76
U+5165,100249371_00018_1,991,1075,B0001,C0042,91,55
U+308C,100249371_00018_1,1013,1118,B0001,C0043,52,116
U+3088,100249371_00018_1,1033,1247,B0001,C0044,34,61
U+304F,100249371_00018_1,1035,1308,B0001,C0045,21,74
U+304B,100249371_00018_1,995,1402,B0001,C0046,95,54
U+304D,100249371_00018_1,1026,1456,B0001,C0047,53,107
U+307E,100249371_00018_1,1022,1563,B0001,C0048,44,79
U+305C,100249371_00018_1,1009,1640,B0001,C0049,110,86
U+5176,100249371_00018_1,1025,1740,B0001,C0050,42,110
U+3046,100249371_00018_1,1027,1862,B0001,C0051,33,78
U+3078,100249371_00018_1,994,1940,B0001,C0052,99,31
U+309D,100249371_00018_1,1045,1971,B0001,C0053,35,60
U+7802,100249371_00018_1,999,2045,B0001,C0054,97,85
U+7CD6,100249371_00018_1,990,2130,B0001,C0055,103,128
U+3092,100249371_00018_1,1014,2264,B0001,C0056,77,71
U+5165,100249371_00018_1,994,2361,B0001,C0057,103,69
U+3088,100249371_00018_1,1048,2427,B0001,C0058,22,65
U+304F,100249371_00018_1,1043,2492,B0001,C0059,23,79
U+304B,100249371_00018_1,1048,2582,B0001,C0060,31,64
U+304D,100249371_00018_1,1037,2628,B0001,C0061,49,101
U+307E,100249371_00018_1,852,468,B0001,C0062,43,100
U+305C,100249371_00018_1,837,568,B0001,C0063,111,82
U+53C8,100249371_00018_1,822,672,B0001,C0064,102,84
U+9752,100249371_00018_1,856,756,B0001,C0065,51,151
U+7C89,100249371_00018_1,838,907,B0001,C0066,101,116
U+3092,100249371_00018_1,842,1024,B0001,C0067,81,76
U+898B,100249371_00018_1,837,1123,B0001,C0068,76,95
U+306F,100249371_00018_1,848,1228,B0001,C0069,47,81
U+304B,100249371_00018_1,862,1309,B0001,C0070,32,64
U+3089,100249371_00018_1,862,1373,B0001,C0071,21,82
U+3072,100249371_00018_1,840,1458,B0001,C0072,73,70
U+306B,100249371_00018_1,870,1542,B0001,C0073,28,54
U+5165,100249371_00018_1,822,1610,B0001,C0074,104,83
U+308C,100249371_00018_1,854,1671,B0001,C0075,49,111
U+3088,100249371_00018_1,869,1803,B0001,C0076,26,61
U+304F,100249371_00018_1,863,1864,B0001,C0077,29,72
U+3031,100249371_00018_1,863,1901,B0001,C0078,48,138
U+304B,100249371_00018_1,856,2044,B0001,C0079,41,69
U+304D,100249371_00018_1,841,2113,B0001,C0080,76,78
U+307E,100249371_00018_1,864,2191,B0001,C0081,37,90
U+305C,100249371_00018_1,846,2267,B0001,C0082,92,104
U+5341,100249371_00018_1,847,2391,B0001,C0083,67,74
U+5206,100249371_00018_1,865,2483,B0001,C0084,58,111
U+306B,100249371_00018_1,874,2651,B0001,C0085,24,70
U+7149,100249371_00018_1,656,474,B0001,C0086,97,86
U+308A,100249371_00018_1,695,562,B0001,C0087,48,85
U+5408,100249371_00018_1,686,654,B0001,C0088,56,113
U+3057,100249371_00018_1,705,782,B0001,C0089,14,90
U+7D30,100249371_00018_1,668,896,B0001,C0090,92,81
U+9577,100249371_00018_1,680,996,B0001,C0091,64,87
U+304F,100249371_00018_1,699,1095,B0001,C0092,26,68
U+68D2,100249371_00018_1,660,1198,B0001,C0093,97,98
U+306E,100249371_00018_1,683,1323,B0001,C0094,56,50
U+304F,100249371_00018_1,694,1491,B0001,C0095,34,85
U+306B,100249371_00018_1,673,1581,B0001,C0096,73,57
U+7149,100249371_00018_1,658,1683,B0001,C0097,97,87
U+308A,100249371_00018_1,697,1770,B0001,C0098,44,75
U+4E0A,100249371_00018_1,683,1845,B0001,C0099,59,62
U+4E09,100249371_00018_1,686,1936,B0001,C0100,53,80
U+672C,100249371_00018_1,680,2026,B0001,C0101,69,131
U+306E,100249371_00018_1,683,2178,B0001,C0102,55,63
U+7AF9,100249371_00018_1,668,2247,B0001,C0103,91,116
U+3092,100249371_00018_1,684,2363,B0001,C0104,76,83
U+3082,100249371_00018_1,701,2472,B0001,C0105,30,84
U+3064,100249371_00018_1,684,2560,B0001,C0106,60,75
U+3066,100249371_00018_1,689,2635,B0001,C0107,57,96
U+306F,100249371_00018_1,497,478,B0001,C0108,48,78
U+3055,100249371_00018_1,508,583,B0001,C0109,35,77
U+307F,100249371_00018_1,506,669,B0001,C0110,30,76
U+6D32,100249371_00018_1,484,798,B0001,C0111,95,94
U+6D5C,100249371_00018_1,484,911,B0001,C0112,82,95
U+306E,100249371_00018_1,495,1039,B0001,C0113,66,58
U+304B,100249371_00018_1,484,1126,B0001,C0114,79,44
U+305F,100249371_00018_1,515,1181,B0001,C0115,28,68
U+3061,100249371_00018_1,506,1250,B0001,C0116,49,107
U+306B,100249371_00018_1,489,1357,B0001,C0117,71,66
U+4ED5,100249371_00018_1,481,1436,B0001,C0118,86,93
U+4E0A,100249371_00018_1,494,1536,B0001,C0119,62,62
U+308B,100249371_00018_1,506,1598,B0001,C0120,47,77
U+306A,100249371_00018_1,506,1696,B0001,C0121,48,84
U+308A,100249371_00018_1,512,1783,B0001,C0122,34,93
U+25CB,100249371_00018_1,317,666,B0001,C0123,47,47
U+6C42,100249371_00018_1,292,779,B0001,C0124,95,106
U+80A5,100249371_00018_1,291,955,B0001,C0125,99,84
U+7CD5,100249371_00018_1,289,1117,B0001,C0126,104,135
U+7CEF,100249371_00018_1,126,568,B0001,C0127,94,98
U+306E,100249371_00018_1,142,742,B0001,C0128,57,58
U+7C89,100249371_00018_1,129,895,B0001,C0129,94,107
U+5BD2,100249371_00018_1,161,1066,B0001,C0130,47,121
U+3055,100249371_00018_1,168,1196,B0001,C0131,28,49
U+3089,100249371_00018_1,176,1245,B0001,C0132,18,53
U+3057,100249371_00018_1,159,1269,B0001,C0133,68,87
U+4E00,100249371_00018_1,133,1429,B0001,C0134,74,18
U+5408,100249371_00018_1,132,1570,B0001,C0135,75,121
U+6C34,100249371_00018_1,152,1758,B0001,C0136,79,93
U+306B,100249371_00018_1,182,1851,B0001,C0137,19,67
U+3066,100249371_00018_1,165,1918,B0001,C0138,48,64
U+3053,100249371_00018_1,171,1999,B0001,C0139,42,69
U+306D,100249371_00018_1,151,2068,B0001,C0140,79,68
U+3080,100249371_00018_1,154,2151,B0001,C0141,70,76
U+3057,100249371_00018_1,184,2227,B0001,C0142,23,58
U+7F6E,100249371_00018_1,159,2287,B0001,C0143,63,110
U+767D,100249371_00019_1,1537,658,B0001,C0001,74,86
U+7802,100249371_00019_1,1519,792,B0001,C0002,100,83
U+7CD6,100249371_00019_1,1516,909,B0001,C0003,104,136
U+516D,100249371_00019_1,1531,1403,B0001,C0004,84,101
U+5341,100249371_00019_1,1519,1516,B0001,C0005,101,77
U+76EE,100249371_00019_1,1542,1605,B0001,C0006,63,88
U+5225,100249371_00019_1,1572,1745,B0001,C0007,72,101
U+306B,100249371_00019_1,1593,1847,B0001,C0008,22,57
U+716E,100249371_00019_1,1574,1904,B0001,C0009,65,102
U+3066,100249371_00019_1,1572,2015,B0001,C0010,52,47
U+871C,100249371_00019_1,1560,2080,B0001,C0011,76,113
U+306B,100249371_00019_1,1566,2193,B0001,C0012,63,51
U+306A,100249371_00019_1,1571,2258,B0001,C0013,53,63
U+3057,100249371_00019_1,1587,2321,B0001,C0014,22,70
U+7F6E,100249371_00019_1,1570,2391,B0001,C0015,57,92
U+4E5F,100249371_00019_1,1573,2483,B0001,C0016,53,53
U+6C34,100249371_00019_1,1350,654,B0001,C0017,100,94
U+4E00,100249371_00019_1,1343,1430,B0001,C0018,85,19
U+5408,100249371_00019_1,1335,1499,B0001,C0019,109,109
U+4E94,100249371_00019_1,1354,1631,B0001,C0020,78,66
U+52FA,100249371_00019_1,1347,1711,B0001,C0021,68,111
U+6C41,100249371_00019_1,1171,651,B0001,C0022,91,147
U+98F4,100249371_00019_1,1153,935,B0001,C0023,110,111
U+5C11,100249371_00019_1,1183,1424,B0001,C0024,75,111
U+3057,100249371_00019_1,1208,1557,B0001,C0025,21,156
U+53F3,100249371_00019_1,999,474,B0001,C0026,80,92
U+56DB,100249371_00019_1,998,602,B0001,C0027,80,55
U+5473,100249371_00019_1,982,682,B0001,C0028,107,91
U+6587,100249371_00019_1,998,804,B0001,C0029,88,103
U+706B,100249371_00019_1,1012,907,B0001,C0030,63,104
U+306B,100249371_00019_1,1034,1026,B0001,C0031,24,64
U+3066,100249371_00019_1,1016,1102,B0001,C0032,57,69
U+3086,100249371_00019_1,1010,1183,B0001,C0033,77,80
U+308B,100249371_00019_1,1021,1263,B0001,C0034,45,58
U+3031,100249371_00019_1,1035,1323,B0001,C0035,55,146
U+3068,100249371_00019_1,1029,1479,B0001,C0036,32,79
U+716E,100249371_00019_1,1000,1556,B0001,C0037,92,132
U+308B,100249371_00019_1,1029,1688,B0001,C0038,46,80
U+306A,100249371_00019_1,1014,1768,B0001,C0039,61,106
U+308A,100249371_00019_1,1021,1874,B0001,C0040,38,84
U+9577,100249371_00019_1,1005,1991,B0001,C0041,69,115
U+65E5,100249371_00019_1,1012,2115,B0001,C0042,56,71
U+306A,100249371_00019_1,1007,2202,B0001,C0043,67,65
U+308C,100249371_00019_1,1010,2267,B0001,C0044,53,131
U+3070,100249371_00019_1,999,2389,B0001,C0045,115,76
U+4E00,100249371_00019_1,1001,2487,B0001,C0046,72,17
U+6642,100249371_00019_1,989,2530,B0001,C0047,102,95
U+534A,100249371_00019_1,1008,2622,B0001,C0048,66,121
U+307B,100249371_00019_1,823,493,B0001,C0049,85,68
U+3068,100249371_00019_1,861,553,B0001,C0050,16,85
U+77ED,100249371_00019_1,815,668,B0001,C0051,98,89
U+65E5,100249371_00019_1,840,778,B0001,C0052,55,65
U+306A,100249371_00019_1,835,872,B0001,C0053,65,93
U+308C,100249371_00019_1,823,965,B0001,C0054,87,81
U+3070,100249371_00019_1,841,1042,B0001,C0055,108,65
U+4E8C,100249371_00019_1,832,1146,B0001,C0056,78,58
U+6642,100249371_00019_1,821,1238,B0001,C0057,88,92
U+534A,100249371_00019_1,839,1330,B0001,C0058,52,109
U+307B,100249371_00019_1,829,1458,B0001,C0059,79,68
U+3069,100249371_00019_1,863,1522,B0001,C0060,70,75
U+624B,100249371_00019_1,842,1603,B0001,C0061,48,128
U+3092,100249371_00019_1,826,1748,B0001,C0062,86,62
U+6B62,100249371_00019_1,812,1833,B0001,C0063,95,69
U+3081,100249371_00019_1,839,1902,B0001,C0064,59,69
U+305A,100249371_00019_1,837,1968,B0001,C0065,97,98
U+64B9,100249371_00019_1,810,2093,B0001,C0066,95,122
U+305B,100249371_00019_1,832,2215,B0001,C0067,64,79
U+716E,100249371_00019_1,832,2308,B0001,C0068,80,127
U+308B,100249371_00019_1,857,2437,B0001,C0069,42,74
U+4E5F,100249371_00019_1,839,2511,B0001,C0070,67,75
U+53F3,100249371_00019_1,663,478,B0001,C0071,78,94
U+3088,100249371_00019_1,692,605,B0001,C0072,31,63
U+304F,100249371_00019_1,683,668,B0001,C0073,35,93
U+716E,100249371_00019_1,660,766,B0001,C0074,78,109
U+305F,100249371_00019_1,686,875,B0001,C0075,40,72
U+308B,100249371_00019_1,688,947,B0001,C0076,31,75
U+3082,100249371_00019_1,684,1031,B0001,C0077,42,87
U+306E,100249371_00019_1,667,1118,B0001,C0078,67,81
U+3092,100249371_00019_1,670,1199,B0001,C0079,75,83
U+5225,100249371_00019_1,663,1295,B0001,C0080,85,115
U+306E,100249371_00019_1,682,1404,B0001,C0081,45,65
U+5668,100249371_00019_1,663,1471,B0001,C0082,77,100
U+306B,100249371_00019_1,659,1581,B0001,C0083,73,62
U+5927,100249371_00019_1,655,1674,B0001,C0084,80,96
U+6975,100249371_00019_1,648,1770,B0001,C0085,98,106
U+4E0A,100249371_00019_1,674,1878,B0001,C0086,57,84
U+3005,100249371_00019_1,688,1962,B0001,C0087,21,81
U+306E,100249371_00019_1,669,2062,B0001,C0088,64,55
U+3068,100249371_00019_1,677,2128,B0001,C0089,50,70
U+308A,100249371_00019_1,682,2198,B0001,C0090,39,72
U+7C89,100249371_00019_1,650,2270,B0001,C0091,111,107
U+3092,100249371_00019_1,670,2389,B0001,C0092,70,63
U+3057,100249371_00019_1,651,2463,B0001,C0093,105,82
U+304D,100249371_00019_1,682,2545,B0001,C0094,46,94
U+7F6E,100249371_00019_1,662,2639,B0001,C0095,84,99
U+5176,100249371_00019_1,491,484,B0001,C0096,44,127
U+4E0A,100249371_00019_1,476,611,B0001,C0097,62,86
U+3078,100249371_00019_1,505,697,B0001,C0098,26,45
U+3068,100249371_00019_1,488,754,B0001,C0099,48,74
U+308D,100249371_00019_1,473,828,B0001,C0100,81,82
U+308A,100249371_00019_1,504,910,B0001,C0101,38,52
U+3068,100249371_00019_1,506,962,B0001,C0102,28,72
U+6D41,100249371_00019_1,477,1041,B0001,C0103,92,81
U+3057,100249371_00019_1,524,1124,B0001,C0104,16,69
U+8FBC,100249371_00019_1,467,1196,B0001,C0105,95,91
U+306A,100249371_00019_1,486,1302,B0001,C0106,68,76
U+308A,100249371_00019_1,512,1378,B0001,C0107,31,74
U+4E00,100249371_00019_1,486,1469,B0001,C0108,76,17
U+591C,100249371_00019_1,480,1506,B0001,C0109,85,127
U+3092,100249371_00019_1,487,1644,B0001,C0110,79,78
U+7D4C,100249371_00019_1,473,1726,B0001,C0111,102,109
U+308C,100249371_00019_1,499,1827,B0001,C0112,49,101
U+3070,100249371_00019_1,490,1922,B0001,C0113,100,63
U+81EA,100249371_00019_1,507,1993,B0001,C0114,32,83
U+7136,100249371_00019_1,477,2073,B0001,C0115,109,104
U+3068,100249371_00019_1,498,2183,B0001,C0116,36,67
U+51FA,100249371_00019_1,481,2270,B0001,C0117,86,64
U+6765,100249371_00019_1,482,2325,B0001,C0118,86,117
U+4E0A,100249371_00019_1,494,2443,B0001,C0119,63,77
U+308B,100249371_00019_1,517,2520,B0001,C0120,34,88
U+4E5F,100249371_00019_1,479,2608,B0001,C0121,88,67
U+25CB,100249371_00019_1,309,679,B0001,C0122,57,57
U+76CA,100249371_00019_1,290,791,B0001,C0123,95,111
U+5BFF,100249371_00019_1,288,918,B0001,C0124,98,165
U+7CD5,100249371_00019_1,287,1127,B0001,C0125,109,104
U+7CEF,100249371_00019_1,123,677,B0001,C0126,92,103
U+306E,100249371_00019_1,137,840,B0001,C0127,55,88
U+7C89,100249371_00019_1,123,978,B0001,C0128,96,104
U+5BD2,100249371_00019_1,171,1114,B0001,C0129,53,119
U+3055,100249371_00019_1,189,1233,B0001,C0130,18,49
U+3089,100249371_00019_1,181,1284,B0001,C0131,29,43
U+3057,100249371_00019_1,192,1327,B0001,C0132,12,79
U+4E00,100249371_00019_1,128,1471,B0001,C0133,70,9
U+5408,100249371_00019_1,123,1607,B0001,C0134,80,103
U+767D,100249371_00019_2,1607,635,B0001,C0001,54,97
U+7802,100249371_00019_2,1587,799,B0001,C0002,86,97
U+7CD6,100249371_00019_2,1579,957,B0001,C0003,92,128
U+516D,100249371_00019_2,1600,1401,B0001,C0004,69,75
U+5341,100249371_00019_2,1598,1507,B0001,C0005,66,85
U+76EE,100249371_00019_2,1612,1652,B0001,C0006,48,108
U+5225,100249371_00019_2,1601,1826,B0001,C0007,69,126
U+306B,100249371_00019_2,1624,1937,B0001,C0008,28,43
U+716E,100249371_00019_2,1599,1986,B0001,C0009,67,114
U+3066,100249371_00019_2,1611,2100,B0001,C0010,49,69
U+871C,100249371_00019_2,1598,2159,B0001,C0011,69,126
U+306B,100249371_00019_2,1622,2302,B0001,C0012,21,51
U+3057,100249371_00019_2,1627,2353,B0001,C0013,14,58
U+3066,100249371_00019_2,1611,2413,B0001,C0014,41,59
U+7F6E,100249371_00019_2,1600,2482,B0001,C0015,56,89
U+4E5F,100249371_00019_2,1601,2581,B0001,C0016,70,47
U+6C41,100249371_00019_2,1420,628,B0001,C0017,71,195
U+98F4,100249371_00019_2,1419,963,B0001,C0018,84,119
U+4E94,100249371_00019_2,1425,1400,B0001,C0019,80,75
U+5341,100249371_00019_2,1421,1507,B0001,C0020,78,104
U+76EE,100249371_00019_2,1433,1657,B0001,C0021,68,107
U+6842,100249371_00019_2,1222,644,B0001,C0022,92,120
U+8F9B,100249371_00019_2,1248,942,B0001,C0023,66,146
U+4E09,100249371_00019_2,1246,1408,B0001,C0024,74,87
U+5206,100249371_00019_2,1249,1650,B0001,C0025,71,125
U+80E1,100249371_00019_2,1053,646,B0001,C0026,93,104
U+6912,100249371_00019_2,1055,968,B0001,C0027,110,137
U+4E09,100249371_00019_2,1073,1418,B0001,C0028,62,77
U+5206,100249371_00019_2,1080,1641,B0001,C0029,62,145
U+6E05,100249371_00019_2,889,630,B0001,C0030,79,129
U+6C34,100249371_00019_2,886,973,B0001,C0031,101,116
U+4E00,100249371_00019_2,909,1423,B0001,C0032,72,17
U+5408,100249371_00019_2,896,1491,B0001,C0033,78,120
U+4E94,100249371_00019_2,903,1630,B0001,C0034,75,61
U+52FA,100249371_00019_2,902,1710,B0001,C0035,65,104
U+53F3,100249371_00019_2,704,455,B0001,C0036,78,89
U+516D,100249371_00019_2,697,560,B0001,C0037,91,76
U+5473,100249371_00019_2,695,649,B0001,C0038,99,103
U+3088,100249371_00019_2,745,778,B0001,C0039,28,69
U+304F,100249371_00019_2,737,847,B0001,C0040,28,81
U+4EA4,100249371_00019_2,696,948,B0001,C0041,88,122
U+305C,100249371_00019_2,724,1078,B0001,C0042,90,72
U+5408,100249371_00019_2,720,1170,B0001,C0043,61,116
U+305B,100249371_00019_2,731,1286,B0001,C0044,52,74
U+6587,100249371_00019_2,712,1398,B0001,C0045,78,85
U+706B,100249371_00019_2,717,1503,B0001,C0046,76,109
U+306B,100249371_00019_2,747,1609,B0001,C0047,20,68
U+3066,100249371_00019_2,726,1677,B0001,C0048,59,78
U+3086,100249371_00019_2,723,1767,B0001,C0049,68,75
U+308B,100249371_00019_2,732,1842,B0001,C0050,37,52
U+3031,100249371_00019_2,741,1876,B0001,C0051,51,144
U+624B,100249371_00019_2,740,2024,B0001,C0052,59,121
U+3092,100249371_00019_2,724,2162,B0001,C0053,68,76
U+3084,100249371_00019_2,716,2262,B0001,C0054,79,69
U+3081,100249371_00019_2,718,2331,B0001,C0055,69,66
U+305A,100249371_00019_2,724,2397,B0001,C0056,87,89
U+64B9,100249371_00019_2,697,2497,B0001,C0057,106,118
U+305C,100249371_00019_2,731,2622,B0001,C0058,111,85
U+306B,100249371_00019_2,554,463,B0001,C0059,28,71
U+308B,100249371_00019_2,555,534,B0001,C0060,38,63
U+306A,100249371_00019_2,548,613,B0001,C0061,50,85
U+308A,100249371_00019_2,561,699,B0001,C0062,33,93
U+9577,100249371_00019_2,544,806,B0001,C0063,68,97
U+65E5,100249371_00019_2,555,924,B0001,C0064,54,60
U+306A,100249371_00019_2,548,1008,B0001,C0065,64,78
U+308C,100249371_00019_2,559,1087,B0001,C0066,52,113
U+3070,100249371_00019_2,557,1206,B0001,C0067,100,62
U+4E00,100249371_00019_2,544,1309,B0001,C0068,67,11
U+6642,100249371_00019_2,536,1350,B0001,C0069,96,122
U+534A,100249371_00019_2,555,1458,B0001,C0070,61,147
U+77ED,100249371_00019_2,533,1622,B0001,C0071,99,97
U+65E5,100249371_00019_2,565,1741,B0001,C0072,51,70
U+306A,100249371_00019_2,554,1835,B0001,C0073,62,58
U+308C,100249371_00019_2,561,1899,B0001,C0074,55,109
U+3070,100249371_00019_2,555,2008,B0001,C0075,82,64
U+4E8C,100249371_00019_2,549,2102,B0001,C0076,77,56
U+6642,100249371_00019_2,551,2178,B0001,C0077,81,88
U+534A,100249371_00019_2,559,2266,B0001,C0078,55,115
U+3070,100249371_00019_2,570,2392,B0001,C0079,81,86
U+304B,100249371_00019_2,570,2479,B0001,C0080,35,85
U+308A,100249371_00019_2,570,2564,B0001,C0081,38,116
U+716E,100249371_00019_2,342,453,B0001,C0082,78,152
U+3064,100249371_00019_2,358,637,B0001,C0083,73,60
U+3081,100249371_00019_2,365,697,B0001,C0084,60,58
U+308B,100249371_00019_2,371,755,B0001,C0085,48,82
U+306A,100249371_00019_2,370,856,B0001,C0086,54,91
U+308A,100249371_00019_2,383,947,B0001,C0087,39,110
U+53F3,100249371_00019_2,176,461,B0001,C0088,84,90
U+306E,100249371_00019_2,199,571,B0001,C0089,44,65
U+901A,100249371_00019_2,187,636,B0001,C0090,69,115
U+3088,100249371_00019_2,205,771,B0001,C0091,33,59
U+304F,100249371_00019_2,205,834,B0001,C0092,27,78
U+716E,100249371_00019_2,180,916,B0001,C0093,79,126
U+305F,100249371_00019_2,207,1042,B0001,C0094,37,72
U+308B,100249371_00019_2,196,1114,B0001,C0095,42,69
U+3082,100249371_00019_2,207,1194,B0001,C0096,35,93
U+306E,100249371_00019_2,187,1287,B0001,C0097,65,69
U+3092,100249371_00019_2,178,1381,B0001,C0098,70,75
U+5225,100249371_00019_2,181,1465,B0001,C0099,78,114
U+306E,100249371_00019_2,196,1582,B0001,C0100,55,52
U+5668,100249371_00019_2,178,1639,B0001,C0101,87,106
U+306B,100249371_00019_2,176,1759,B0001,C0102,91,58
U+3068,100249371_00019_2,192,1848,B0001,C0103,46,62
U+308A,100249371_00019_2,206,1913,B0001,C0104,32,67
U+7C89,100249371_00019_2,173,1990,B0001,C0105,111,103
U+3092,100249371_00019_2,176,2111,B0001,C0106,83,63
U+3057,100249371_00019_2,220,2188,B0001,C0107,14,77
U+304D,100249371_00019_2,204,2265,B0001,C0108,35,108
U+7F6E,100249371_00019_2,192,2376,B0001,C0109,62,111
U+304D,100249371_00019_2,206,2491,B0001,C0110,45,96
U+5176,100249371_00019_2,196,2605,B0001,C0111,45,96
U+4E0A,100249371_00020_1,1546,474,B0001,C0001,62,91
U+306B,100249371_00020_1,1542,565,B0001,C0002,79,68
U+3068,100249371_00020_1,1559,665,B0001,C0003,45,80
U+308D,100249371_00020_1,1545,746,B0001,C0004,73,90
U+308A,100249371_00020_1,1566,836,B0001,C0005,38,98
U+3068,100249371_00020_1,1568,934,B0001,C0006,32,83
U+6D41,100249371_00020_1,1545,1041,B0001,C0007,90,87
U+3057,100249371_00020_1,1585,1128,B0001,C0008,15,100
U+8FBC,100249371_00020_1,1540,1240,B0001,C0009,98,85
U+306A,100249371_00020_1,1563,1345,B0001,C0010,52,77
U+308A,100249371_00020_1,1573,1422,B0001,C0011,40,81
U+4E00,100249371_00020_1,1554,1537,B0001,C0012,71,12
U+591C,100249371_00020_1,1548,1567,B0001,C0013,89,129
U+3092,100249371_00020_1,1561,1696,B0001,C0014,66,90
U+7D4C,100249371_00020_1,1541,1815,B0001,C0015,97,109
U+308C,100249371_00020_1,1557,1900,B0001,C0016,64,118
U+3070,100249371_00020_1,1557,2018,B0001,C0017,100,73
U+81EA,100249371_00020_1,1574,2091,B0001,C0018,30,98
U+7136,100249371_00020_1,1526,2189,B0001,C0019,133,90
U+3068,100249371_00020_1,1588,2279,B0001,C0020,31,75
U+51FA,100249371_00020_1,1549,2363,B0001,C0021,89,63
U+6765,100249371_00020_1,1553,2426,B0001,C0022,84,116
U+4E0A,100249371_00020_1,1564,2542,B0001,C0023,61,72
U+308B,100249371_00020_1,1574,2616,B0001,C0024,42,58
U+4E5F,100249371_00020_1,1572,2674,B0001,C0025,71,56
U+25CB,100249371_00020_1,1368,677,B0001,C0026,58,57
U+767D,100249371_00020_1,1362,805,B0001,C0027,66,98
U+96EA,100249371_00020_1,1343,955,B0001,C0028,99,108
U+7CD5,100249371_00020_1,1349,1110,B0001,C0029,108,124
U+7C89,100249371_00020_1,1167,679,B0001,C0030,115,115
U+767E,100249371_00020_1,1181,1443,B0001,C0031,86,106
U+76EE,100249371_00020_1,1200,1687,B0001,C0032,60,100
U+7C89,100249371_00020_1,1200,1861,B0001,C0033,102,99
U+306E,100249371_00020_1,1218,1960,B0001,C0034,58,58
U+3053,100249371_00020_1,1230,2029,B0001,C0035,30,44
U+3057,100249371_00020_1,1228,2073,B0001,C0036,31,52
U+3089,100249371_00020_1,1218,2125,B0001,C0037,46,65
U+3078,100249371_00020_1,1198,2190,B0001,C0038,90,38
U+3084,100249371_00020_1,1206,2230,B0001,C0039,78,44
U+3046,100249371_00020_1,1227,2274,B0001,C0040,32,49
U+843D,100249371_00020_1,1209,2324,B0001,C0041,75,109
U+96C1,100249371_00020_1,1208,2433,B0001,C0042,61,66
U+7CD6,100249371_00020_1,1198,2477,B0001,C0043,87,101
U+306B,100249371_00020_1,1232,2579,B0001,C0044,22,42
U+3042,100249371_00020_1,1204,2635,B0001,C0045,66,47
U+308A,100249371_00020_1,1218,2682,B0001,C0046,39,46
U+7802,100249371_00020_1,988,681,B0001,C0047,109,117
U+7CD6,100249371_00020_1,991,919,B0001,C0048,114,131
U+516B,100249371_00020_1,1014,1433,B0001,C0049,90,57
U+5341,100249371_00020_1,1022,1559,B0001,C0050,61,111
U+76EE,100249371_00020_1,1019,1702,B0001,C0051,70,102
U+714E,100249371_00020_1,821,681,B0001,C0052,114,126
U+3058,100249371_00020_1,871,820,B0001,C0053,85,128
U+7802,100249371_00020_1,827,957,B0001,C0054,106,87
U+7CD6,100249371_00020_1,818,1066,B0001,C0055,120,128
U+5F10,100249371_00020_1,845,1432,B0001,C0056,88,113
U+5341,100249371_00020_1,842,1578,B0001,C0057,65,104
U+76EE,100249371_00020_1,846,1701,B0001,C0058,67,109
U+714E,100249371_00020_1,840,1851,B0001,C0059,73,87
U+3058,100249371_00020_1,887,1941,B0001,C0060,37,49
U+3055,100249371_00020_1,863,1990,B0001,C0061,39,59
U+3068,100249371_00020_1,866,2052,B0001,C0062,39,51
U+3046,100249371_00020_1,873,2103,B0001,C0063,28,69
U+306E,100249371_00020_1,862,2176,B0001,C0064,49,48
U+3053,100249371_00020_1,851,2230,B0001,C0065,56,61
U+3057,100249371_00020_1,870,2291,B0001,C0066,33,55
U+3089,100249371_00020_1,858,2346,B0001,C0067,44,66
U+3078,100249371_00020_1,846,2414,B0001,C0068,76,43
U+306F,100249371_00020_1,857,2457,B0001,C0069,57,33
U+6C42,100249371_00020_1,843,2490,B0001,C0070,82,72
U+80A5,100249371_00020_1,848,2562,B0001,C0071,76,56
U+7CD6,100249371_00020_1,843,2618,B0001,C0072,94,66
U+306B,100249371_00020_1,865,2681,B0001,C0073,59,42
U+6709,100249371_00020_1,865,2717,B0001,C0074,40,38
U+53F3,100249371_00020_1,657,488,B0001,C0075,99,102
U+4E09,100249371_00020_1,668,615,B0001,C0076,61,89
U+54C1,100249371_00020_1,657,704,B0001,C0077,95,77
U+3088,100249371_00020_1,691,789,B0001,C0078,33,64
U+304F,100249371_00020_1,684,853,B0001,C0079,36,74
U+307E,100249371_00020_1,685,944,B0001,C0080,41,106
U+305B,100249371_00020_1,667,1052,B0001,C0081,76,85
U+5408,100249371_00020_1,661,1137,B0001,C0082,79,106
U+3057,100249371_00020_1,695,1248,B0001,C0083,21,106
U+84B8,100249371_00020_1,667,1362,B0001,C0084,74,138
U+7BED,100249371_00020_1,674,1504,B0001,C0085,84,149
U+306B,100249371_00020_1,697,1660,B0001,C0086,20,63
